lemma,ipa,english,pos,gender,module,level,note,image_url
завершення,/zɑvɛrˈʃɛnʲːɑ/,completion,noun,-,81,B1,,
одного разу,/odnoˈɦo ˈrɑzu/,once (upon a time),noun,-,81,B1,,
процес,/proˈt͡sɛs/,process,noun,-,81,B1,,
тривалість,/trɪˈvɑlʲistʲ/,duration,noun,-,81,B1,,
кожного разу,/ˈkoʒnoɦo ˈrɑzu/,"each time, every time",noun,,82,B1,signals imperfective,
минулого тижня,/mɪnuˈloɦo ˈtɪʒnʲɑ/,last week,noun,,82,B1,often with perfective,
щотижня,/ʃt͡ʃoˈtɪʒnʲɑ/,every week,noun,,82,B1,signals imperfective,
досягати,/dosʲɑˈɦɑtɪ/,to be achieving,noun,,83,B1,imperfective,
досягти,/doˈsʲɑɦtɪ/,to achieve,noun,,83,B1,perfective,
завершити,/zɑvɛrˈʃɪtɪ/,to complete,noun,,83,B1,perfective,
перервати,/pɛrɛrˈvɑtɪ/,to interrupt,noun,,83,B1,perfective,
переривати,/pɛrɛrɪˈvɑtɪ/,to be interrupting,noun,,83,B1,imperfective,
продовжити,/prodovˈʒɪtɪ/,to continue (one step),noun,,83,B1,perfective,
тривати,/trɪˈvɑtɪ/,"to last, to continue",noun,,83,B1,imperfective only,
цілий,/ˈt͡sʲilɪj/,"whole, entire",noun,,83,B1,with imperfective,
до понеділка,/do ponɛˈdʲilkɑ/,by Monday,noun,,84,B1,deadline,
запланувати,/zɑplɑnuˈvɑtɪ/,to plan (pf),noun,,84,B1,perfective,
мати намір,/ˈmɑtɪ nɑˈmʲir/,to intend,noun,,84,B1,+ infinitive,
найближчим часом,/nɑjblɪʒˈt͡ʃɪm ˈt͡ʃɑsom/,in the near future,noun,,84,B1,,
наступного тижня,/nɑˈstupnoɦo ˈtɪʒnʲɑ/,next week,noun,,84,B1,,
обіцяти,/oˈbʲit͡sʲɑtɪ/,to promise,noun,,84,B1,imperfective,
пообіцяти,/poobʲiˈt͡sʲɑtɪ/,to promise (pf),noun,,84,B1,perfective,
більше не,/ˈbʲilʲʃɛ nɛ/,no longer,noun,,85,B1,+ imperfective,
даремно,/dɑˈrɛmno/,in vain,noun,,85,B1,,
не варто,/nɛ ˈvɑrto/,not worth it,noun,,85,B1,,
не можна,/nɛ ˈmoʒnɑ/,not allowed,noun,,85,B1,,
не слід,/nɛ slʲid/,should not,noun,,85,B1,,
ні... ні,/nʲi nʲi/,neither... nor,noun,,85,B1,,
нікого,/nʲiˈkoɦo/,nobody,noun,,85,B1,genitive,
обережно,/obɛˈrɛʒno/,"carefully, caution",noun,,85,B1,,
давай,/dɑˈvɑj/,let's (informal),noun,,86,B1,+ infinitive,
давайте,/dɑˈvɑjtɛ/,let's (formal),noun,,86,B1,+ infinitive,
не здаватися,/nɛ zdɑˈvɑtɪsʲɑ/,to not give up,noun,,86,B1,encouragement,
негайно,/nɛˈɦɑjno/,immediately,noun,,86,B1,urgency,
старатися,/stɑˈrɑtɪsʲɑ/,to try hard,noun,,86,B1,encouragement,
терміново,/tɛrmʲiˈnovo/,urgently,noun,,86,B1,urgency,
триматися,/trɪˈmɑtɪsʲɑ/,to hold on,noun,,86,B1,encouragement,
будувати,/buduˈvɑtɪ/,to build,noun,-,87,B1,,
вирішувати,/vɪrʲiˈʃuvɑtɪ/,"to decide, solve",noun,-,87,B1,,
побудувати,/pobuduˈvɑtɪ/,to build (pf),noun,-,87,B1,,
пояснювати,/pojɑsʲˈnʲuvɑtɪ/,to explain,noun,-,87,B1,,
заснути,/zɑsˈnutɪ/,to fall asleep (pf),noun,-,88,B1,,
зателефонувати,/zɑtɛlɛfonuˈvɑtɪ/,to call (pf),noun,-,88,B1,,
захвилюватися,/zɑxvɪlʲuˈvɑtɪsʲɑ/,to worry (pf),noun,-,88,B1,,
змінити,/zmʲiˈnɪtɪ/,to change (pf),noun,-,88,B1,,
змінювати,/zmʲiˈnʲuvɑtɪ/,to change,noun,-,88,B1,,
покращити,/pokrɑˈʃɪtɪ/,to improve (pf),noun,-,88,B1,,
покращувати,/pokrɑˈʃuvɑtɪ/,to improve,noun,-,88,B1,,
створити,/stvoˈrɪtɪ/,to create (pf),noun,-,88,B1,,
створювати,/stvoˈrʲuvɑtɪ/,to create,noun,-,88,B1,,
бігти,/ˈbʲiɦtɪ/,to run,noun,,89,B1,uni,
везти,/vɛzˈtɪ/,to transport,noun,,89,B1,uni,
вести,/vɛsˈtɪ/,to lead,noun,,89,B1,uni,
водити,/voˈdɪtɪ/,"to lead, drive",noun,,89,B1,multi,
возити,/voˈzɪtɪ/,to transport,noun,,89,B1,multi,
іти,/iˈtɪ/,to go (on foot),noun,,89,B1,uni,
їздити,/ˈjizdɪtɪ/,to go (by vehicle),noun,,89,B1,multi,
їхати,/ˈjixɑtɪ/,to go (by vehicle),noun,,89,B1,uni,
летіти,/lɛˈtʲitɪ/,to fly,noun,,89,B1,uni,
літати,/lʲiˈtɑtɪ/,to fly,noun,,89,B1,multi,
плисти,/plɪsˈtɪ/,to swim,noun,,89,B1,uni,
в'їжджати,/vjizˈdʒɑtɪ/,to drive in,noun,,90,B1,impf,
виїжджати,/vɪjizˈdʒɑtɪ/,to drive out,noun,,90,B1,impf,
приїжджати,/prɪjizˈdʒɑtɪ/,to arrive,noun,,90,B1,impf,
приносити,/prɪnoˈsɪtɪ/,to bring,noun,,90,B1,impf,
об'їжджати,/objizˈdʒɑtɪ/,to drive around,noun,,91,B1,impf,
обганяти,/obɦɑˈnʲɑtɪ/,to overtake,noun,,91,B1,impf,
обігнати,/obʲiɦˈnɑtɪ/,to overtake,noun,,91,B1,pf,
обходити,/obxoˈdɪtɪ/,to go around,noun,,91,B1,impf,
переносити,/pɛrɛnoˈsɪtɪ/,to transfer,noun,,91,B1,impf,
проїжджати,/projizˈdʒɑtɪ/,to drive through,noun,,91,B1,impf,
проїхати,/proˈjixɑtɪ/,to drive through,noun,,91,B1,pf,
пройти,/projˈtɪ/,to pass through,noun,,91,B1,pf,
проходити,/proxoˈdɪtɪ/,to pass,noun,,91,B1,impf,
від'їжджати,/vʲidjizˈdʒɑtɪ/,to drive away,noun,,92,B1,impf,
віднести,/vʲidnɛsˈtɪ/,to take back,noun,,92,B1,pf,
заїжджати,/zɑjizˈdʒɑtɪ/,to drive by,noun,,92,B1,impf,
піти,/pʲiˈtɪ/,"to go, leave",noun,,92,B1,pf,
поїхати,/poˈjixɑtɪ/,to leave (vehicle),noun,,92,B1,pf,
роз'їхатися,/rozˈjixɑtɪsʲɑ/,to drive apart,noun,,92,B1,pf,
розійтися,/rozijˈtɪsʲɑ/,to disperse,noun,,92,B1,pf,
розходитися,/rozxoˈdɪtɪsʲɑ/,to disperse,noun,,92,B1,impf,
вийти заміж,/ˈvɪjtɪ ˈzɑmʲiʒ/,to get married (f),noun,,93,B1,fixed expr,
"виходить, що",/vɪˈxodɪtʲ ʃt͡ʃo/,it turns out that,noun,,93,B1,impersonal,
відійти від теми,/vʲidijˈtɪ vʲid ˈtɛmɪ/,to go off topic,noun,,93,B1,fixed expr,
дійшло до мене,/dijˈʃlo do ˈmɛnɛ/,it dawned on me,noun,,93,B1,figurative,
доходити до,/doxoˈdɪtɪ do/,to get through to,noun,,93,B1,figurative,
зайти в глухий кут,/zɑjˈtɪ v ɦluˈxɪj kut/,to reach dead end,noun,,93,B1,idiom,
перейти до справи,/pɛrɛjˈtɪ do ˈsprɑvɪ/,to get to business,noun,,93,B1,fixed expr,
прийти до висновку,/prɪjˈtɪ do ˈvɪsnovku/,to come to conclusion,noun,,93,B1,fixed expr,
прийти до згоди,/prɪjˈtɪ do ˈzɦodɪ/,to come to agreement,noun,,93,B1,fixed expr,
прийти на думку,/prɪjˈtɪ nɑ ˈdumku/,to come to mind,noun,,93,B1,fixed expr,
пройти курс,/projˈtɪ kurs/,to take a course,noun,,93,B1,figurative,
пройти тест,/projˈtɪ tɛst/,to pass a test,noun,,93,B1,figurative,
звідси,/zvʲidˈsɪ/,from here,noun,,94,B1,,
звідти,/zvʲidˈtɪ/,from there,noun,,94,B1,,
назустріч,/nɑˈzustrʲit͡ʃ/,"towards, to meet",noun,,94,B1,preposition,
односпрямований,/ˌodnospʲrʲɑmoˈvɑnɪj/,unidirectional,noun,,94,B1,grammar term,
повз,/povz/,"past, by",noun,,94,B1,preposition,
різноспрямований,/ˌrʲiznospʲrʲɑmoˈvɑnɪj/,multidirectional,noun,,94,B1,grammar term,
сюди,/sʲuˈdɪ/,here (direction),noun,,94,B1,,
туди,/tuˈdɪ/,there (direction),noun,,94,B1,,
через,/ˈt͡ʃɛrɛz/,"through, across",noun,,94,B1,preposition,
ідея,/iˈdɛjɑ/,idea,noun,,95,B1,f,
мета,/mɛˈtɑ/,"goal, purpose",noun,,95,B1,f,
наслідок,/ˈnɑslʲidok/,consequence,noun,,95,B1,m,
перешкода,/pɛrɛˈʃkodɑ/,obstacle,noun,,95,B1,f,
погляд,/ˈpoɦlʲɑd/,view,noun,,95,B1,m,
поняття,/poˈnʲɑtʲːɑ/,concept,noun,,95,B1,n,
причина,/prɪˈt͡ʃɪnɑ/,"reason, cause",noun,,95,B1,f,
проблема,/probˈlɛmɑ/,problem,noun,,95,B1,f,
рішення,/rʲiˈʃɛnʲːɑ/,"decision, solution",noun,,95,B1,n,
сенс,/sɛns/,"sense, meaning",noun,,95,B1,m,
точка зору,/ˈtot͡ʃkɑ ˈzoru/,point of view,noun,,95,B1,f,
труднощі,/trudˈnoʃt͡ʃʲi/,difficulties,noun,,95,B1,pl,
уявлення,/ujɑvˈlɛnʲːɑ/,"imagination, idea",noun,,95,B1,n,
варіант,/vɑrʲiˈɑnt/,option,noun,,96,B1,m,
вибір,/ˈvɪbʲir/,choice,noun,,96,B1,m,
вміння,/vˈmʲinʲːɑ/,ability,noun,,96,B1,n,
зміна,/ˈzmʲinɑ/,change,noun,,96,B1,f,
навичка,/nɑˈvɪt͡ʃkɑ/,skill,noun,,96,B1,f,
переживання,/pɛrɛʒɪˈvɑnʲːɑ/,experience (emotional),noun,,96,B1,n,
ризик,/ˈrɪzɪk/,risk,noun,,96,B1,m,
ситуація,/sɪtuˈɑt͡sʲijɑ/,situation,noun,,96,B1,f,
стабільність,/stɑˈbʲilʲnʲistʲ/,stability,noun,,96,B1,f,
умови,/uˈmovɪ/,conditions,noun,,96,B1,pl,
шанс,/ʃɑns/,chance,noun,,96,B1,m,
безперечно,/bɛzpɛˈrɛt͡ʃno/,undoubtedly,noun,,97,B1,adv,
гадати,/ɦɑˈdɑtɪ/,"to think, suppose",noun,,97,B1,impf,
ймовірно,/jmoˈvʲirno/,"probably, likely",noun,,97,B1,adv,
мабуть,/mɑˈbutʲ/,probably,noun,,97,B1,adv,
однак,/odˈnɑk/,however,noun,,97,B1,conj,
проте,/proˈtɛ/,however,noun,,97,B1,conj,
враховувати,/vrɑxoˈvuvɑtɪ/,"to consider, take into account",noun,,98,B1,impf,
врахувати,/vrɑxuˈvɑtɪ/,to consider,noun,,98,B1,pf,
заперечити,/zɑpɛˈrɛt͡ʃɪtɪ/,to object,noun,,98,B1,pf,
заперечувати,/zɑpɛrɛˈt͡ʃuvɑtɪ/,to object,noun,,98,B1,impf,
запропонувати,/zɑproponuˈvɑtɪ/,to suggest,noun,,98,B1,pf,
натомість,/nɑˈtomʲistʲ/,instead,noun,,98,B1,adv,
погодитися,/poɦoˈdɪtɪsʲɑ/,to agree,noun,,98,B1,pf,
почасти,/poˈt͡ʃɑstɪ/,partly,noun,,98,B1,adv,
пропонувати,/proponuˈvɑtɪ/,to suggest,noun,,98,B1,impf,
сперечатися,/spɛrɛˈt͡ʃɑtɪsʲɑ/,to argue,noun,,98,B1,impf,
засвоєння,/zɑsvoˈjɛnʲːɑ/,"mastery, acquisition",noun,,99,B1,n,
неправильний,/nɛprɑˈvɪlʲnɪj/,incorrect,noun,,99,B1,adj,
перевірка,/pɛrɛˈvʲirkɑ/,"check, test",noun,,99,B1,f,
правильний,/prɑˈvɪlʲnɪj/,correct,noun,,99,B1,adj,
практика,/prɑkˈtɪkɑ/,practice,noun,,99,B1,f,
бал,/bɑl/,"point, score",noun,,100,B1,m,
виправити,/vɪˈprɑvɪtɪ/,to correct,noun,,100,B1,pf,
неправильна відповідь,,wrong answer,noun,,100,B1,,
оцінювання,/ot͡sʲiˈnʲuvɑnʲːɑ/,assessment,noun,,100,B1,n,
перевірити,/pɛrɛˈvʲirɪtɪ/,to check,noun,,100,B1,pf,
правильна відповідь,,correct answer,noun,,100,B1,,
стосуватися,/stosʊˈvɑtɪsʲɑ/,"to relate to, concern",verb,,101,B1,impf,
з'єднати,/zjedˈnɑtɪ/,to connect,noun,,101,B1,pf,
з'єднувати,/zjedˈnuvɑtɪ/,to connect,noun,,101,B1,impf,
простий,/prosˈtɪj/,simple,noun,,101,B1,adj,
речення,/ˈrɛt͡ʃɛnʲːɑ/,sentence,noun,,101,B1,n,
складний,/sklɑdˈnɪj/,"complex, difficult",noun,,101,B1,adj,
момент,/moˈmɛnt/,moment,noun,,102,B1,m,
родом,/ˈrodom/,originally from,noun,,102,B1,adv,
для того щоб,,in order to,noun,,103,B1,conj,
задля,/ˈzɑdlʲɑ/,for the sake of,noun,,103,B1,prep,
навіщо,/nɑˈvʲiʃt͡ʃo/,why (for what purpose),noun,,103,B1,adv,
намір,/ˈnɑmʲir/,intention,noun,,103,B1,m,
ціль,/t͡sʲilʲ/,"aim, target",noun,,103,B1,f,
бажати,/bɑˈʒɑtɪ/,to wish,noun,,104,B1,impf,
вимагати,/vɪmɑˈɦɑtɪ/,to demand,noun,,104,B1,impf,
наказати,/nɑkɑˈzɑtɪ/,to order,noun,,104,B1,pf,
наказувати,/nɑˈkɑzuvɑtɪ/,to order,noun,,104,B1,impf,
попросити,/poproˈsɪtɪ/,"to ask, request",noun,,104,B1,pf,
порадити,/porɑˈdɪtɪ/,to advise,noun,,104,B1,pf,
за умови,/zɑ uˈmovɪ/,provided that,noun,,105,B1,prep,
імовірно,/imoˈvʲirno/,probably,noun,,105,B1,adv,
у разі,/u ˈrɑzʲi/,in case,noun,,105,B1,prep,
б / би,/b/ /bɪ/,would (conditional particle),noun,,106,B1,part,
на твоєму місці,,in your place,noun,,106,B1,phrase,
неможливо,/nɛmoʒˈlɪvo/,impossible,noun,,106,B1,adv,
нереальний,/nɛrɛˈɑlʲnɪj/,unreal,noun,,106,B1,adj,
а якщо,/ɑ jɑkˈʃt͡ʃo/,what if,noun,,107,B1,phrase,
жалкувати,/ʒɑlkuˈvɑtɪ/,to regret,noun,,107,B1,impf,
жаль,/ʒɑlʲ/,"it's a pity, regret",noun,,107,B1,m,
на випадок,/nɑ ˈvɪpɑdok/,in case,noun,,107,B1,prep,
навіть якби,/nɑˈvʲitʲ jɑkˈbɪ/,even if (unreal),noun,,107,B1,conj,
навіть якщо,/nɑˈvʲitʲ jɑkˈʃt͡ʃo/,even if (real),noun,,107,B1,conj,
хіба що,/xʲiˈbɑ ʃt͡ʃo/,unless,noun,,107,B1,conj,
але,/ɑˈlɛ/,but,noun,,108,B1,conj,
дарма що,/dɑrˈmɑ ʃt͡ʃo/,even though,noun,,108,B1,conj (colloq),
незважаючи на,/nɛzvɑˈʒɑjut͡ʃɪ nɑ/,despite,noun,,108,B1,prep + acc,
"незважаючи на те, що",,despite the fact that,noun,,108,B1,conj,
попри,/ˈpoprɪ/,despite (literary),noun,,108,B1,prep + acc,
усупереч,/usuˈpɛrɛt͡ʃ/,contrary to,noun,,108,B1,prep + dat,
завдяки,/zɑvˈdʲɑkɪ/,thanks to,noun,,109,B1,prep + dat,
"завдяки тому, що",,thanks to the fact that,noun,,109,B1,conj,
оскільки,/osˈkʲilʲkɪ/,"since, because",noun,,109,B1,conj (formal),
так що,/tɑk ʃt͡ʃo/,"so that, so",noun,,109,B1,conj,
тож,/toʒ/,"so, therefore",noun,,109,B1,adv (informal),
тому,/toˈmu/,"therefore, that's why",noun,,109,B1,adv,
"через те, що",,due to the fact that,noun,,109,B1,conj,
до того як,,before,noun,,110,B1,conj (formal),
доки,/doˈkɪ/,"while, until",noun,,110,B1,conj,
ледве,/ˈlɛdvɛ/,"hardly, barely",noun,,110,B1,adv,
перед тим як,,before,noun,,110,B1,conj,
тим часом,/tɪm ˈt͡ʃɑsom/,meanwhile,noun,,110,B1,adv,
щойно,/ˈʃt͡ʃojno/,"as soon as, just",noun,,110,B1,adv/conj,
як тільки,/jɑk ˈtʲilʲkɪ/,as soon as,noun,,110,B1,conj,
блог,/bloɦ/,blog,noun,,111,B1,m,
вебсайт,/vɛbˈsɑjt/,website,noun,,111,B1,m,
заголовок,/zɑˈɦolovok/,headline,noun,,111,B1,m,
інтернет,/intɛrˈnɛt/,internet,noun,,111,B1,m,
новини,/noˈvɪnɪ/,news,noun,,111,B1,pl,
передача,/pɛrɛˈdɑt͡ʃɑ/,program,noun,,111,B1,f,
редактор,/rɛˈdɑktor/,editor,noun,,111,B1,m,
соціальна мережа,,social network,noun,,111,B1,f,
стаття,/stɑˈtʲːɑ/,article,noun,,111,B1,f,
телебачення,/tɛlɛˈbɑt͡ʃɛnʲːɑ/,television,noun,,111,B1,n,
вибори,/ˈvɪborɪ/,elections,noun,,112,B1,pl,
голосувати,/ɦolosuˈvɑtɪ/,to vote,noun,,112,B1,impf,
громадянин,/ɦromɑdʲɑˈnɪn/,citizen,noun,,112,B1,m,
демократія,/dɛmokrɑˈtʲijɑ/,democracy,noun,,112,B1,f,
держава,/dɛrˈʒɑvɑ/,state,noun,,112,B1,f,
закон,/zɑˈkon/,law,noun,,112,B1,m,
корупція,/koˈrupt͡sʲijɑ/,corruption,noun,,112,B1,f,
партія,/ˈpɑrtʲijɑ/,party,noun,,112,B1,f,
політика,/poˈlʲitɪkɑ/,politics,noun,,112,B1,f,
право,/ˈprɑvo/,right,noun,,112,B1,n,
реформа,/rɛˈformɑ/,reform,noun,,112,B1,f,
рівність,/rʲivˈnʲistʲ/,equality,noun,,112,B1,f,
свобода,/svoˈbodɑ/,freedom,noun,,112,B1,f,
уряд,/uˈrʲɑd/,government,noun,,112,B1,m,
викиди,/ˈvɪkɪdɪ/,emissions,noun,,113,B1,pl,
відходи,/vʲidˈxodɪ/,waste,noun,,113,B1,pl,
довкілля,/dovˈkʲilʲːɑ/,environment,noun,,113,B1,n,
енергія,/ɛˈnɛrɦʲijɑ/,energy,noun,,113,B1,f,
захист,/ˈzɑxɪst/,protection,noun,,113,B1,m,
клімат,/klʲiˈmɑt/,climate,noun,,113,B1,m,
повінь,/poˈvʲinʲ/,flood,noun,,113,B1,f,
посуха,/poˈsuxɑ/,drought,noun,,113,B1,f,
ресурси,/rɛˈsursɪ/,resources,noun,,113,B1,pl,
сміття,/smʲiˈtʲːɑ/,garbage,noun,,113,B1,n,
стійкість,/stʲijˈkʲistʲ/,sustainability,noun,,113,B1,f,
контрольна робота,,"test, assessment",noun,,115,B1,f,
визнати,/vɪˈznɑtɪ/,to admit,noun,,116,B1,pf,
додати,/doˈdɑtɪ/,to add,noun,,116,B1,pf,
заявити,/zɑjɑˈvɪtɪ/,"to declare, announce",noun,,116,B1,pf,
напередодні,/nɑpɛrɛˈdodnʲi/,the day before,noun,,116,B1,adv,
наступного дня,,the next day,noun,,116,B1,,
непряма мова,/nɛˈprʲɑmɑ ˈmovɑ/,reported speech,noun,,116,B1,f,
повідомити,/povʲiˈdomɪtɪ/,"to inform, report",noun,,116,B1,pf,
пряма мова,/prʲɑˈmɑ ˈmovɑ/,direct speech,noun,,116,B1,f,
стверджувати,/stvɛˈrd͡ʒuvɑtɪ/,"to claim, assert",noun,,116,B1,impf,
того дня,,that day,noun,,116,B1,,
питати,/pɪˈtɑtɪ/,to ask,noun,,117,B1,impf,
поцікавитися,/pot͡sʲikɑˈvɪtɪsʲɑ/,to inquire,noun,,117,B1,pf,
благати,/blɑˈɦɑtɪ/,to beg,noun,,118,B1,impf,
дозвіл,/ˈdozʲvʲil/,permission,noun,,118,B1,m,
дозволити,/dozvoˈlɪtɪ/,"to allow, permit",noun,,118,B1,pf,
заборона,/zɑboˈronɑ/,prohibition,noun,,118,B1,f,
заборонити,/zɑboroˈnɪtɪ/,to forbid,noun,,118,B1,pf,
наказ,/nɑˈkɑz/,"order, command",noun,,118,B1,m,
прохання,/proˈxɑnʲːɑ/,request,noun,,118,B1,n,
відкритий,/vʲidˈkrɪtɪj/,open(ed),noun,,119,B1,participle,
втрачений,/vˈtrɑt͡ʃɛnɪj/,lost,noun,,119,B1,participle,
дієприкметник,/dʲijɛprɪˈkmɛtnɪk/,participle,noun,,119,B1,m,
забутий,/zɑˈbutɪj/,forgotten,noun,,119,B1,participle,
закритий,/zɑˈkrɪtɪj/,closed,noun,,119,B1,participle,
запрошений,/zɑˈproʃɛnɪj/,invited,noun,,119,B1,participle,
збудований,/zbuˈdovɑnɪj/,built,noun,,119,B1,participle,
знайдений,/znɑjˈdɛnɪj/,found,noun,,119,B1,participle,
зроблений,/ˈzroblɛnɪj/,"done, made",noun,,119,B1,participle,
куплений,/ˈkuplɛnɪj/,bought,noun,,119,B1,participle,
написаний,/nɑˈpɪsɑnɪj/,written,noun,,119,B1,participle,
організований,/orɦɑnʲiˈzovɑnɪj/,organized,noun,,119,B1,participle,
пасивний,/pɑˈsɪwnɪj/,passive,noun,,119,B1,adj,
приготовлений,/prɪɦotoˈwlɛnɪj/,prepared,noun,,119,B1,participle,
прочитаний,/prot͡ʃɪˈtɑnɪj/,read,noun,,119,B1,participle,
активний стан,/ɑkˈtɪwnɪj stɑn/,active voice,noun,,120,B1,,
виконано,/vɪˈkonɑno/,"performed, done",noun,,120,B1,short form,
діяч,/ˈdʲijɑt͡ʃ/,agent,noun,,120,B1,m,
завершено,/zɑvɛrˈʃɛno/,completed,noun,,120,B1,short form,
затримано,/zɑˈtrɪmɑno/,detained,noun,,120,B1,short form,
коротка форма,/koˈrotkɑ ˈformɑ/,short form,noun,,120,B1,f,
пасивний стан,/pɑˈsɪwnɪj stɑn/,passive voice,noun,,120,B1,,
підписано,/pʲidˈpɪsɑno/,signed,noun,,120,B1,short form,
прийнято,/prɪjˈnʲɑto/,"accepted, adopted",noun,,120,B1,short form,
ухвалено,/uxˈvɑlɛno/,passed (law),noun,,120,B1,short form,
говорячи,/ɦovoˈrʲɑt͡ʃɪ/,while speaking,noun,,121,B1,impf,
дивлячись,/dɪwˈlʲɑt͡ʃɪsʲ/,while watching,noun,,121,B1,impf,
дієприслівник,/dʲijɛprɪˈslʲivnɪk/,adverbial participle,noun,,121,B1,m,
дізнавшись,/dʲizˈnɑwʃɪsʲ/,having learned,noun,,121,B1,pf,
йдучи,/jˈdut͡ʃɪ/,while going,noun,,121,B1,impf,
написавши,/nɑpɪˈsɑwʃɪ/,having written,noun,,121,B1,pf,
пишучи,/pɪˈʃut͡ʃɪ/,while writing,noun,,121,B1,impf,
побачивши,/poˈbɑt͡ʃɪwʃɪ/,having seen,noun,,121,B1,pf,
повернувшись,/powɛrˈnuwʃɪsʲ/,having returned,noun,,121,B1,pf,
почувши,/poˈt͡ʃuwʃɪ/,having heard,noun,,121,B1,pf,
прийшовши,/prɪjˈʃowʃɪ/,having come,noun,,121,B1,pf,
прочитавши,/prot͡ʃɪˈtɑwʃɪ/,having read,noun,,121,B1,pf,
сказавши,/skɑˈzɑwʃɪ/,having said,noun,,121,B1,pf,
слухаючи,/sluˈxɑjut͡ʃɪ/,while listening,noun,,121,B1,impf,
читаючи,/t͡ʃɪˈtɑjut͡ʃɪ/,while reading,noun,,121,B1,impf,
вдячність,/ˈwdʲɑt͡ʃnʲistʲ/,gratitude,noun,,122,B1,f,
гнів,/ɦnʲiv/,anger,noun,,122,B1,m,
довіра,/doˈvʲirɑ/,trust,noun,,122,B1,f,
дружба,/ˈdruʒbɑ/,friendship,noun,,122,B1,f,
зрада,/ˈzrɑdɑ/,betrayal,noun,,122,B1,f,
конфлікт,/konˈflʲikt/,conflict,noun,,122,B1,m,
полегшення,/polɛɦˈʃɛnʲːɑ/,relief,noun,,122,B1,n,
примирення,/prɪmɪˈrɛnʲːɑ/,reconciliation,noun,,122,B1,n,
провина,/proˈvɪnɑ/,guilt,noun,,122,B1,f,
розчарування,/rozt͡ʃɑruˈvɑnʲːɑ/,disappointment,noun,,122,B1,n,
сором,/ˈsorom/,shame,noun,,122,B1,m,
сум,/sum/,sadness,noun,,122,B1,m,
тривога,/trɪˈvoɦɑ/,anxiety,noun,,122,B1,f,
безсоння,/bɛzˈsonʲːɑ/,insomnia,noun,,123,B1,n,
вигорання,/vɪɦoˈrɑnʲːɑ/,burnout,noun,,123,B1,n,
депресія,/dɛˈprɛsʲijɑ/,depression,noun,,123,B1,f,
дієта,/dʲiˈjɛtɑ/,diet,noun,,123,B1,f,
імунітет,/imuˈnʲitɛt/,immunity,noun,,123,B1,m,
одужання,/oduˈʒɑnʲːɑ/,recovery,noun,,123,B1,n,
самопочуття,/sɑmopoˈt͡ʃutʲːɑ/,well-being,noun,,123,B1,n,
сон,/son/,sleep,noun,,123,B1,m,
стрес,/strɛs/,stress,noun,,123,B1,m,
харчування,/xɑrt͡ʃuˈvɑnʲːɑ/,nutrition,noun,,123,B1,n,
повторити,/powtorˈɪtɪ/,"to review, repeat",noun,,125,B1,pf,
бабусенька,/bɑbuˈsɛnʲkɑ/,dear grandma,noun,,126,B1,"f, dim",
донечка,/ˈdonɛt͡ʃkɑ/,dear daughter,noun,,126,B1,"f, dim",
зірочка,/ˈzʲirot͡ʃkɑ/,little star,noun,,126,B1,"f, dim",
зменшувальний,/zmɛnˈʃuvɑlʲnɪj/,diminutive,noun,,126,B1,adj,
котик,/ˈkotɪk/,kitty,noun,,126,B1,"m, dim",
ласкавий,/lɑsˈkɑvɪj/,"kind, gentle",noun,,126,B1,adj,
мамочка,/ˈmɑmot͡ʃkɑ/,mommy,noun,,126,B1,"f, dim",
пестливий,/pɛstˈlɪvɪj/,"affectionate, tender",noun,,126,B1,adj,
серденько,/sɛrˈdɛnʲko/,dear heart,noun,,126,B1,"n, dim",
синочок,/sɪˈnot͡ʃok/,dear son,noun,,126,B1,"m, dim",
сонечко,/ˈsonɛt͡ʃko/,sun (dear),noun,,126,B1,"n, dim",
суфікс,/ˈsufʲiks/,suffix,noun,,126,B1,m,
хвилиночка,/xvɪlɪˈnot͡ʃkɑ/,just a moment,noun,,126,B1,"f, dim",
двоє,/ˈdwojɛ/,two (collective),noun,,127,B1,num,
дріб,/drʲib/,fraction,noun,,127,B1,m,
збірний,/zbʲirˈnɪj/,collective,noun,,127,B1,adj,
кілька,/ˈkʲilʲkɑ/,several,noun,,127,B1,num,
обоє,/oˈbojɛ/,both,noun,,127,B1,num,
п'ятеро,/pjɑˈtɛro/,five (collective),noun,,127,B1,num,
половина,/poloˈvɪnɑ/,half,noun,,127,B1,f,
понад,/poˈnɑd/,"over, more than",noun,,127,B1,prep,
приблизно,/prɪˈblɪzno/,approximately,noun,,127,B1,adv,
третина,/trɛˈtɪnɑ/,third,noun,,127,B1,f,
троє,/ˈtrojɛ/,three (collective),noun,,127,B1,num,
чверть,/t͡ʃwɛrtʲ/,quarter,noun,,127,B1,f,
четверо,/t͡ʃɛˈtwɛro/,four (collective),noun,,127,B1,num,
контракт,/konˈtrɑkt/,contract,noun,,128,B1,m,
переговори,/pɛrɛɦoˈvorɪ/,negotiations,noun,,128,B1,pl,
прибуток,/prɪˈbutok/,profit,noun,,128,B1,m,
філія,/fʲiˈlʲijɑ/,branch,noun,,128,B1,f,
відвідувати,/vʲidvʲiˈduvɑtɪ/,to visit,noun,,129,B1,impf,
відправлятися,/vʲidprɑvˈlʲɑtɪsʲɑ/,to depart,noun,,129,B1,impf,
віза,/ˈvʲizɑ/,visa,noun,,129,B1,f,
